Comunidades autónomas;Sectores de actividad;Sexo;Periodo;Total
Extremadura;Todos los sectores;Ambos sexos;2020;20.479,3
Extremadura;Todos los sectores;Ambos sexos;2019;19.940,68
Extremadura;Todos los sectores;Ambos sexos;2018;19.947,8
Extremadura;Todos los sectores;Ambos sexos;2017;19.672,4
Extremadura;Todos los sectores;Ambos sexos;2016;19.475,2
Extremadura;Todos los sectores;Ambos sexos;2015;19.564,49
Extremadura;Todos los sectores;Ambos sexos;2014;19.180,57
Extremadura;Todos los sectores;Ambos sexos;2013;19.129,72
Extremadura;Todos los sectores;Ambos sexos;2012;19.721,35
Extremadura;Todos los sectores;Ambos sexos;2011;19.879,46
Extremadura;Todos los sectores;Ambos sexos;2010;19.480,55
Extremadura;Todos los sectores;Ambos sexos;2009;19.099,56
Extremadura;Todos los sectores;Ambos sexos;2008;18.264,9
Extremadura;Todos los sectores;Mujeres;2022;20.637,14
Extremadura;Todos los sectores;Mujeres;2021;19.833,03
Extremadura;Todos los sectores;Mujeres;2020;18.791,05
Extremadura;Todos los sectores;Mujeres;2019;18.012,58
Extremadura;Todos los sectores;Mujeres;2018;17.972,63
Extremadura;Todos los sectores;Mujeres;2017;17.722,29
Extremadura;Todos los sectores;Mujeres;2016;17.360,28
Extremadura;Todos los sectores;Mujeres;2015;17.304,65
Extremadura;Todos los sectores;Mujeres;2014;17.413,85
Extremadura;Todos los sectores;Mujeres;2013;16.304,55
Extremadura;Todos los sectores;Mujeres;2012;17.401,9
Extremadura;Todos los sectores;Mujeres;2011;18.060,8
Extremadura;Todos los sectores;Mujeres;2010;17.876,85
Extremadura;Todos los sectores;Mujeres;2009;17.549,86
Extremadura;Todos los sectores;Mujeres;2008;16.623,4
Extremadura;Todos los sectores;Hombres;2022;23.170,92
Extremadura;Todos los sectores;Hombres;2021;22.794,52
Extremadura;Todos los sectores;Hombres;2020;22.071,78
Extremadura;Todos los sectores;Hombres;2019;21.823,73
Extremadura;Todos los sectores;Hombres;2018;21.794,57
Extremadura;Todos los sectores;Hombres;2017;21.585,18
Extremadura;Todos los sectores;Hombres;2016;21.554,75
Extremadura;Todos los sectores;Hombres;2015;21.813,81
Extremadura;Todos los sectores;Hombres;2014;20.829,72
Extremadura;Todos los sectores;Hombres;2013;21.780,9
Extremadura;Todos los sectores;Hombres;2012;21.585,3
Extremadura;Todos los sectores;Hombres;2011;21.318,32
Extremadura;Todos los sectores;Hombres;2010;20.787,03
Extremadura;Todos los sectores;Hombres;2009;20.207,93
Extremadura;Todos los sectores;Hombres;2008;19.390,41
Extremadura;Industria;Ambos sexos;2022;23.697,05
Extremadura;Industria;Ambos sexos;2021;21.672,94
Extremadura;Industria;Ambos sexos;2020;21.332,27
Extremadura;Industria;Ambos sexos;2019;20.946,97
Extremadura;Industria;Ambos sexos;2018;21.469,56
Extremadura;Industria;Ambos sexos;2017;20.542,67
Extremadura;Industria;Ambos sexos;2016;20.068,08
Extremadura;Industria;Ambos sexos;2015;20.080,37
Extremadura;Industria;Ambos sexos;2014;20.560,23
Extremadura;Industria;Ambos sexos;2013;20.581,11
Extremadura;Industria;Ambos sexos;2012;20.911,63
Extremadura;Industria;Ambos sexos;2011;20.372,64
Extremadura;Industria;Ambos sexos;2010;19.683,96
Extremadura;Industria;Ambos sexos;2009;18.927,56
Extremadura;Industria;Ambos sexos;2008;19.006,78
Extremadura;Industria;Mujeres;2022;-18.976,24
Extremadura;Industria;Mujeres;2021;-15.299,26
Extremadura;Industria;Mujeres;2020;-15.413,05
Extremadura;Industria;Mujeres;2019;-14.836,63
Extremadura;Industria;Mujeres;2018;-17.336,85
Extremadura;Industria;Mujeres;2017;-15.258,19
Extremadura;Industria;Mujeres;2016;-14.612,69
Extremadura;Industria;Mujeres;2015;-16.385,47
Extremadura;Industria;Mujeres;2014;-16.705,91
Extremadura;Industria;Mujeres;2013;-16.369,5
Extremadura;Industria;Mujeres;2012;-15.301,9
Extremadura;Industria;Mujeres;2011;-15.613
Extremadura;Industria;Mujeres;2010;-15.643,72
Extremadura;Industria;Mujeres;2009;-13.265,31
Extremadura;Industria;Mujeres;2008;-15.283,87
Extremadura;Industria;Hombres;2022;24.930,55
Extremadura;Industria;Hombres;2021;23.701,37
Extremadura;Industria;Hombres;2020;23.090,98
Extremadura;Industria;Hombres;2019;22.999
Extremadura;Industria;Hombres;2018;22.432,03
Extremadura;Industria;Hombres;2017;21.669,57
Extremadura;Industria;Hombres;2016;21.138,56
Extremadura;Industria;Hombres;2015;20.915,22
Extremadura;Industria;Hombres;2014;21.548,54
Extremadura;Industria;Hombres;2013;21.667,55
Extremadura;Industria;Hombres;2012;22.313,47
Extremadura;Industria;Hombres;2011;21.680
Extremadura;Industria;Hombres;2010;20.755,78
Extremadura;Industria;Hombres;2009;20.509,53
Extremadura;Industria;Hombres;2008;20.057,77
Extremadura;Construcción;Ambos sexos;2022;-21.037,95
Extremadura;Construcción;Ambos sexos;2021;19.337,92
Extremadura;Construcción;Ambos sexos;2020;19.258,16
Extremadura;Construcción;Ambos sexos;2019;19.247,92
Extremadura;Construcción;Ambos sexos;2018;18.208,17
Extremadura;Construcción;Ambos sexos;2017;18.588,18
Extremadura;Construcción;Ambos sexos;2016;18.662,45
Extremadura;Construcción;Ambos sexos;2015;18.631,25
Extremadura;Construcción;Ambos sexos;2014;17.323,65
Extremadura;Construcción;Ambos sexos;2013;17.991,7
Extremadura;Construcción;Ambos sexos;2012;18.677,8
Extremadura;Construcción;Ambos sexos;2011;18.577,18
Extremadura;Construcción;Ambos sexos;2010;17.700,59
Extremadura;Construcción;Ambos sexos;2009;17.076,69
Extremadura;Construcción;Ambos sexos;2008;16.202,39
Extremadura;Construcción;Mujeres;2022;..
Extremadura;Construcción;Mujeres;2021;..
Extremadura;Construcción;Mujeres;2020;..
Extremadura;Construcción;Mujeres;2019;..
Extremadura;Construcción;Mujeres;2018;..
Extremadura;Construcción;Mujeres;2017;..
Extremadura;Construcción;Mujeres;2016;..
Extremadura;Construcción;Mujeres;2015;..
Extremadura;Construcción;Mujeres;2014;..
Extremadura;Construcción;Mujeres;2013;..
Extremadura;Construcción;Mujeres;2012;..
Extremadura;Construcción;Mujeres;2011;..
Extremadura;Construcción;Mujeres;2010;..
Extremadura;Construcción;Mujeres;2009;..
Extremadura;Construcción;Mujeres;2008;..
Extremadura;Construcción;Hombres;2022;-20.964,47
Extremadura;Construcción;Hombres;2021;19.458,59
Extremadura;Construcción;Hombres;2020;19.388,63
Extremadura;Construcción;Hombres;2019;19.067,29
Extremadura;Construcción;Hombres;2018;18.284,05
Extremadura;Construcción;Hombres;2017;18.825,78
Extremadura;Construcción;Hombres;2016;18.872,84
Extremadura;Construcción;Hombres;2015;19.035,79
Extremadura;Construcción;Hombres;2014;17.232,23
Extremadura;Construcción;Hombres;2013;18.603,78
Extremadura;Construcción;Hombres;2012;18.645,23
Extremadura;Construcción;Hombres;2011;18.637,03
Extremadura;Construcción;Hombres;2010;18.078,33
Extremadura;Construcción;Hombres;2009;17.042,63
Extremadura;Construcción;Hombres;2008;16.257,79
Extremadura;Servicios;Ambos sexos;2022;21.765,01
Extremadura;Servicios;Ambos sexos;2021;21.550,4
Extremadura;Servicios;Ambos sexos;2020;20.472,5
Extremadura;Servicios;Ambos sexos;2019;19.862,16
Extremadura;Servicios;Ambos sexos;2018;19.875,34
Extremadura;Servicios;Ambos sexos;2017;19.630,79
Extremadura;Servicios;Ambos sexos;2016;19.451,69
Extremadura;Servicios;Ambos sexos;2015;19.564,31
Extremadura;Servicios;Ambos sexos;2014;19.136,81
Extremadura;Servicios;Ambos sexos;2013;19.022,3
Extremadura;Servicios;Ambos sexos;2012;19.659,74
Extremadura;Servicios;Ambos sexos;2011;19.983,44
Extremadura;Servicios;Ambos sexos;2010;19.727,28
Extremadura;Servicios;Ambos sexos;2009;19.457,71
Extremadura;Servicios;Ambos sexos;2008;18.529,63
Extremadura;Servicios;Mujeres;2022;20.703,64
Extremadura;Servicios;Mujeres;2021;20.141,23
Extremadura;Servicios;Mujeres;2020;18.990,31
Extremadura;Servicios;Mujeres;2019;18.167,1
Extremadura;Servicios;Mujeres;2018;18.010,16
Extremadura;Servicios;Mujeres;2017;17.845,15
Extremadura;Servicios;Mujeres;2016;17.476,63
Extremadura;Servicios;Mujeres;2015;17.374,32
Extremadura;Servicios;Mujeres;2014;17.438,7
Extremadura;Servicios;Mujeres;2013;16.347,06
Extremadura;Servicios;Mujeres;2012;17.488,63
Extremadura;Servicios;Mujeres;2011;18.220,4
Extremadura;Servicios;Mujeres;2010;18.121,6
Extremadura;Servicios;Mujeres;2009;17.860,91
Extremadura;Servicios;Mujeres;2008;16.762,25
Extremadura;Servicios;Hombres;2022;23.182,36
Extremadura;Servicios;Hombres;2021;23.228,64
Extremadura;Servicios;Hombres;2020;22.318,37
Extremadura;Servicios;Hombres;2019;22.046,53
Extremadura;Servicios;Hombres;2018;22.215,04
Extremadura;Servicios;Hombres;2017;21.986,72
Extremadura;Servicios;Hombres;2016;22.057,95
Extremadura;Servicios;Hombres;2015;22.478,58
Extremadura;Servicios;Hombres;2014;21.194,33
Extremadura;Servicios;Hombres;2013;22.288,69
Extremadura;Servicios;Hombres;2012;22.076,35
Extremadura;Servicios;Hombres;2011;21.934,76
Extremadura;Servicios;Hombres;2010;21.650,81
Extremadura;Servicios;Hombres;2009;21.032,3
Extremadura;Servicios;Hombres;2008;20.309,29
Galicia;Todos los sectores;Ambos sexos;2022;24.169,68
Galicia;Todos los sectores;Ambos sexos;2021;23.305,86
Galicia;Todos los sectores;Ambos sexos;2020;22.834,66
Galicia;Todos los sectores;Ambos sexos;2019;22.177,4
Galicia;Todos los sectores;Ambos sexos;2018;22.244,59
Galicia;Todos los sectores;Ambos sexos;2017;21.605,88
Galicia;Todos los sectores;Ambos sexos;2016;21.082,12
Galicia;Todos los sectores;Ambos sexos;2015;20.624,55
Galicia;Todos los sectores;Ambos sexos;2014;20.195,89
Galicia;Todos los sectores;Ambos sexos;2013;19.824,66
Galicia;Todos los sectores;Ambos sexos;2012;19.389,2
Galicia;Todos los sectores;Ambos sexos;2011;19.970,29
Galicia;Todos los sectores;Ambos sexos;2010;20.241,99
Galicia;Todos los sectores;Ambos sexos;2009;19.806,66
Galicia;Todos los sectores;Ambos sexos;2008;19.156,41
Galicia;Todos los sectores;Mujeres;2022;21.912,75
Galicia;Todos los sectores;Mujeres;2021;20.904,37
Galicia;Todos los sectores;Mujeres;2020;20.446,53
Galicia;Todos los sectores;Mujeres;2019;19.818,26
Galicia;Todos los sectores;Mujeres;2018;19.543,17
Galicia;Todos los sectores;Mujeres;2017;18.833,53
Galicia;Todos los sectores;Mujeres;2016;18.294,47
Galicia;Todos los sectores;Mujeres;2015;18.093,26
Galicia;Todos los sectores;Mujeres;2014;17.797,03
Galicia;Todos los sectores;Mujeres;2013;17.258,21
Galicia;Todos los sectores;Mujeres;2012;16.727,15
Galicia;Todos los sectores;Mujeres;2011;17.291,96
Galicia;Todos los sectores;Mujeres;2010;17.691,11
Galicia;Todos los sectores;Mujeres;2009;17.342,32
Galicia;Todos los sectores;Mujeres;2008;16.646,42
Galicia;Todos los sectores;Hombres;2022;26.626,89
Galicia;Todos los sectores;Hombres;2021;25.794,19
Galicia;Todos los sectores;Hombres;2020;25.276,16
Galicia;Todos los sectores;Hombres;2019;24.542,83
Galicia;Todos los sectores;Hombres;2018;24.826,91
Galicia;Todos los sectores;Hombres;2017;24.321,64
Galicia;Todos los sectores;Hombres;2016;23.774,21
Galicia;Todos los sectores;Hombres;2015;23.189,76
Galicia;Todos los sectores;Hombres;2014;22.505,05
Galicia;Todos los sectores;Hombres;2013;22.522,55
Galicia;Todos los sectores;Hombres;2012;22.059,69
Galicia;Todos los sectores;Hombres;2011;22.381,85
Galicia;Todos los sectores;Hombres;2010;22.626,21
Galicia;Todos los sectores;Hombres;2009;21.829,8
Galicia;Todos los sectores;Hombres;2008;21.105,6
Galicia;Industria;Ambos sexos;2022;27.766,84
Galicia;Industria;Ambos sexos;2021;25.722,04
Galicia;Industria;Ambos sexos;2020;25.445,02
Galicia;Industria;Ambos sexos;2019;25.389,78
Galicia;Industria;Ambos sexos;2018;25.091,07
Galicia;Industria;Ambos sexos;2017;25.014,55
Galicia;Industria;Ambos sexos;2016;23.869,79
Galicia;Industria;Ambos sexos;2015;23.263,42
Galicia;Industria;Ambos sexos;2014;23.068,18
Galicia;Industria;Ambos sexos;2013;23.254,33
Galicia;Industria;Ambos sexos;2012;22.329,25
Galicia;Industria;Ambos sexos;2011;22.137,19
Galicia;Industria;Ambos sexos;2010;22.135,82
Galicia;Industria;Ambos sexos;2009;20.649,14
Galicia;Industria;Ambos sexos;2008;20.322,42
Galicia;Industria;Mujeres;2022;23.741,43
Galicia;Industria;Mujeres;2021;21.324,38
Galicia;Industria;Mujeres;2020;21.554,43
Galicia;Industria;Mujeres;2019;21.176,37
Galicia;Industria;Mujeres;2018;21.060,56
Galicia;Industria;Mujeres;2017;20.667,96
Galicia;Industria;Mujeres;2016;18.826,35
Galicia;Industria;Mujeres;2015;18.399,79
Galicia;Industria;Mujeres;2014;18.786,73
Galicia;Industria;Mujeres;2013;17.864,5
Galicia;Industria;Mujeres;2012;17.112,23
Galicia;Industria;Mujeres;2011;16.721,99
Galicia;Industria;Mujeres;2010;16.841,44
Galicia;Industria;Mujeres;2009;16.708,87
Galicia;Industria;Mujeres;2008;16.051,05
Galicia;Industria;Hombres;2022;29.713,84
Galicia;Industria;Hombres;2021;27.499,9
Galicia;Industria;Hombres;2020;27.014,27
Galicia;Industria;Hombres;2019;27.195,61
Galicia;Industria;Hombres;2018;26.659,69
Galicia;Industria;Hombres;2017;26.947,94
Galicia;Industria;Hombres;2016;26.341,99
Galicia;Industria;Hombres;2015;25.587,38
Galicia;Industria;Hombres;2014;24.966,06
Galicia;Industria;Hombres;2013;25.693,34
Galicia;Industria;Hombres;2012;24.706,74
Galicia;Industria;Hombres;2011;24.422,21
Galicia;Industria;Hombres;2010;24.236,51
Galicia;Industria;Hombres;2009;22.066,69
Galicia;Industria;Hombres;2008;21.832,06
Galicia;Construcción;Ambos sexos;2022;23.440,8
Galicia;Construcción;Ambos sexos;2021;22.724,86
Galicia;Construcción;Ambos sexos;2020;22.314,25
Galicia;Construcción;Ambos sexos;2019;22.177,63
Galicia;Construcción;Ambos sexos;2018;21.700,66
Galicia;Construcción;Ambos sexos;2017;21.915,64
Galicia;Construcción;Ambos sexos;2016;20.723,86
Galicia;Construcción;Ambos sexos;2015;20.143,68
Galicia;Construcción;Ambos sexos;2014;20.620,14
Galicia;Construcción;Ambos sexos;2013;19.935,72
Galicia;Construcción;Ambos sexos;2012;19.994,47
Galicia;Construcción;Ambos sexos;2011;19.849,28
Galicia;Construcción;Ambos sexos;2010;19.778,69
Galicia;Construcción;Ambos sexos;2009;19.118,91
Galicia;Construcción;Ambos sexos;2008;18.098,73
Galicia;Construcción;Mujeres;2022;..
Galicia;Construcción;Mujeres;2021;-21.399,81
Galicia;Construcción;Mujeres;2020;-21.396,14
Galicia;Construcción;Mujeres;2019;-20.678,54
Galicia;Construcción;Mujeres;2018;..
Galicia;Construcción;Mujeres;2017;..
Galicia;Construcción;Mujeres;2016;..
Galicia;Construcción;Mujeres;2015;..
Galicia;Construcción;Mujeres;2014;-18.646,88
Galicia;Construcción;Mujeres;2013;..
Galicia;Construcción;Mujeres;2012;..
Galicia;Construcción;Mujeres;2011;..
Galicia;Construcción;Mujeres;2010;..
Galicia;Construcción;Mujeres;2009;..
Galicia;Construcción;Mujeres;2008;-18.820,03
Galicia;Construcción;Hombres;2022;-23.506,76
Galicia;Construcción;Hombres;2021;22.873,58
Galicia;Construcción;Hombres;2020;22.425,08
Galicia;Construcción;Hombres;2019;22.353,13
Galicia;Construcción;Hombres;2018;22.140,85
Galicia;Construcción;Hombres;2017;21.982,35
Galicia;Construcción;Hombres;2016;20.667,27
Galicia;Construcción;Hombres;2015;20.282,97
Galicia;Construcción;Hombres;2014;20.885,07
Galicia;Construcción;Hombres;2013;20.033,64
Galicia;Construcción;Hombres;2012;20.080,47
Galicia;Construcción;Hombres;2011;19.770,25
Galicia;Construcción;Hombres;2010;19.881,83
Galicia;Construcción;Hombres;2009;19.178,36
Galicia;Construcción;Hombres;2008;18.014,42
Galicia;Servicios;Ambos sexos;2022;23.374,48
Galicia;Servicios;Ambos sexos;2021;22.777,6
Galicia;Servicios;Ambos sexos;2020;22.239,99
Galicia;Servicios;Ambos sexos;2019;21.386,16
Galicia;Servicios;Ambos sexos;2018;21.575,85
Galicia;Servicios;Ambos sexos;2017;20.722,5
Galicia;Servicios;Ambos sexos;2016;20.405,68
Galicia;Servicios;Ambos sexos;2015;20.013,66
Galicia;Servicios;Ambos sexos;2014;19.420,12
Galicia;Servicios;Ambos sexos;2013;18.922,47
Galicia;Servicios;Ambos sexos;2012;18.558,92
Galicia;Servicios;Ambos sexos;2011;19.388,34
Galicia;Servicios;Ambos sexos;2010;19.778,23
Galicia;Servicios;Ambos sexos;2009;19.678,57
Galicia;Servicios;Ambos sexos;2008;18.995,2
Galicia;Servicios;Mujeres;2022;21.657,24
Galicia;Servicios;Mujeres;2021;20.847,89
Galicia;Servicios;Mujeres;2020;20.298,89
Galicia;Servicios;Mujeres;2019;19.632,89
Galicia;Servicios;Mujeres;2018;19.388,58
Galicia;Servicios;Mujeres;2017;18.554,65
Galicia;Servicios;Mujeres;2016;18.165,87
Galicia;Servicios;Mujeres;2015;18.043,52
Galicia;Servicios;Mujeres;2014;17.644,45
Galicia;Servicios;Mujeres;2013;17.149,83
Galicia;Servicios;Mujeres;2012;16.632,17
Galicia;Servicios;Mujeres;2011;17.302,39
Galicia;Servicios;Mujeres;2010;17.785,86
Galicia;Servicios;Mujeres;2009;17.394,95
Galicia;Servicios;Mujeres;2008;16.654,58
Galicia;Servicios;Hombres;2022;26.026,25
Galicia;Servicios;Hombres;2021;25.683,97
Galicia;Servicios;Hombres;2020;25.110,56
Galicia;Servicios;Hombres;2019;23.889,42
Galicia;Servicios;Hombres;2018;24.595,11
Galicia;Servicios;Hombres;2017;23.717,47
Galicia;Servicios;Hombres;2016;23.365,26
Galicia;Servicios;Hombres;2015;22.832,22
Galicia;Servicios;Hombres;2014;21.805,06
Galicia;Servicios;Hombres;2013;21.677,93
Galicia;Servicios;Hombres;2012;21.451,35
Galicia;Servicios;Hombres;2011;22.196,5
Galicia;Servicios;Hombres;2010;22.783,62
Galicia;Servicios;Hombres;2009;22.682,8
Galicia;Servicios;Hombres;2008;21.949,08
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2022;31.230,73
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2021;29.512,58
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2020;28.829,06
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2019;27.817,76
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2018;27.010,93
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2017;27.089,12
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2016;26.330,14
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2015;26.448,04
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2014;26.570,35
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2013;26.215,36
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2012;26.044,39
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2011;25.845,2
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2010;25.988,95
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2009;25.860,65
Madrid, Comunidad de;Todos los sectores;Ambos sexos;2008;25.269,61
Madrid, Comunidad de;Todos los sectores;Mujeres;2022;28.123,47
Madrid, Comunidad de;Todos los sectores;Mujeres;2021;26.578,07
Madrid, Comunidad de;Todos los sectores;Mujeres;2020;25.900,29
Madrid, Comunidad de;Todos los sectores;Mujeres;2019;24.873,79
Madrid, Comunidad de;Todos los sectores;Mujeres;2018;23.925,99
Madrid, Comunidad de;Todos los sectores;Mujeres;2017;24.029,31
Madrid, Comunidad de;Todos los sectores;Mujeres;2016;23.371,33
Madrid, Comunidad de;Todos los sectores;Mujeres;2015;23.470,06
Madrid, Comunidad de;Todos los sectores;Mujeres;2014;23.326,94
Madrid, Comunidad de;Todos los sectores;Mujeres;2013;22.959,28
Madrid, Comunidad de;Todos los sectores;Mujeres;2012;22.841,15
Madrid, Comunidad de;Todos los sectores;Mujeres;2011;22.585,38
Madrid, Comunidad de;Todos los sectores;Mujeres;2010;22.721,17
Madrid, Comunidad de;Todos los sectores;Mujeres;2009;22.048,25
Madrid, Comunidad de;Todos los sectores;Mujeres;2008;21.787,75
Madrid, Comunidad de;Todos los sectores;Hombres;2022;34.113,4
Madrid, Comunidad de;Todos los sectores;Hombres;2021;32.213,88
Madrid, Comunidad de;Todos los sectores;Hombres;2020;31.495,31
Madrid, Comunidad de;Todos los sectores;Hombres;2019;30.530,89
Madrid, Comunidad de;Todos los sectores;Hombres;2018;29.816,34
Madrid, Comunidad de;Todos los sectores;Hombres;2017;29.910,43
Madrid, Comunidad de;Todos los sectores;Hombres;2016;29.111,2
Madrid, Comunidad de;Todos los sectores;Hombres;2015;29.314,09
Madrid, Comunidad de;Todos los sectores;Hombres;2014;29.734,23
Madrid, Comunidad de;Todos los sectores;Hombres;2013;29.224,3
Madrid, Comunidad de;Todos los sectores;Hombres;2012;29.116,2
Madrid, Comunidad de;Todos los sectores;Hombres;2011;28.896,67
Madrid, Comunidad de;Todos los sectores;Hombres;2010;29.016,28
Madrid, Comunidad de;Todos los sectores;Hombres;2009;29.333,06
Madrid, Comunidad de;Todos los sectores;Hombres;2008;28.228,42
Madrid, Comunidad de;Industria;Ambos sexos;2022;36.595,84
Madrid, Comunidad de;Industria;Ambos sexos;2021;35.741,81
Madrid, Comunidad de;Industria;Ambos sexos;2020;34.970,64
Madrid, Comunidad de;Industria;Ambos sexos;2019;34.373,41
Madrid, Comunidad de;Industria;Ambos sexos;2018;32.926,51
Madrid, Comunidad de;Industria;Ambos sexos;2017;32.707,42
Madrid, Comunidad de;Industria;Ambos sexos;2016;31.953,51
Madrid, Comunidad de;Industria;Ambos sexos;2015;32.351,94
Madrid, Comunidad de;Industria;Ambos sexos;2014;31.974,82
Madrid, Comunidad de;Industria;Ambos sexos;2013;31.666,56
Madrid, Comunidad de;Industria;Ambos sexos;2012;30.643,93
Madrid, Comunidad de;Industria;Ambos sexos;2011;30.000,13
Madrid, Comunidad de;Industria;Ambos sexos;2010;30.258,35
Madrid, Comunidad de;Industria;Ambos sexos;2009;30.220,35
Madrid, Comunidad de;Industria;Ambos sexos;2008;29.533,16
Madrid, Comunidad de;Industria;Mujeres;2022;34.913,26
Madrid, Comunidad de;Industria;Mujeres;2021;34.819,11
Madrid, Comunidad de;Industria;Mujeres;2020;34.165,55
Madrid, Comunidad de;Industria;Mujeres;2019;33.548,33
Madrid, Comunidad de;Industria;Mujeres;2018;30.413,82
Madrid, Comunidad de;Industria;Mujeres;2017;31.208,37
Madrid, Comunidad de;Industria;Mujeres;2016;31.110,65
Madrid, Comunidad de;Industria;Mujeres;2015;30.942,4
Madrid, Comunidad de;Industria;Mujeres;2014;30.002,63
Madrid, Comunidad de;Industria;Mujeres;2013;29.365,74
Madrid, Comunidad de;Industria;Mujeres;2012;28.080,07
Madrid, Comunidad de;Industria;Mujeres;2011;27.174,49
Madrid, Comunidad de;Industria;Mujeres;2010;27.805,93
Madrid, Comunidad de;Industria;Mujeres;2009;27.011,39
Madrid, Comunidad de;Industria;Mujeres;2008;26.455,05
Madrid, Comunidad de;Industria;Hombres;2022;37.297,14
Madrid, Comunidad de;Industria;Hombres;2021;36.092,06
Madrid, Comunidad de;Industria;Hombres;2020;35.281,84
Madrid, Comunidad de;Industria;Hombres;2019;34.708,18
Madrid, Comunidad de;Industria;Hombres;2018;34.012,63
Madrid, Comunidad de;Industria;Hombres;2017;33.285,91
Madrid, Comunidad de;Industria;Hombres;2016;32.277,46
Madrid, Comunidad de;Industria;Hombres;2015;32.906,24
Madrid, Comunidad de;Industria;Hombres;2014;32.792,15
Madrid, Comunidad de;Industria;Hombres;2013;32.554,36
Madrid, Comunidad de;Industria;Hombres;2012;31.640,47
Madrid, Comunidad de;Industria;Hombres;2011;31.115,46
Madrid, Comunidad de;Industria;Hombres;2010;31.199,31
Madrid, Comunidad de;Industria;Hombres;2009;31.487,43
Madrid, Comunidad de;Industria;Hombres;2008;30.780,89
Madrid, Comunidad de;Construcción;Ambos sexos;2022;28.171,03
Madrid, Comunidad de;Construcción;Ambos sexos;2021;26.430,96
Madrid, Comunidad de;Construcción;Ambos sexos;2020;24.455,26
Madrid, Comunidad de;Construcción;Ambos sexos;2019;24.273,54
Madrid, Comunidad de;Construcción;Ambos sexos;2018;24.217,85
Madrid, Comunidad de;Construcción;Ambos sexos;2017;24.873,72
Madrid, Comunidad de;Construcción;Ambos sexos;2016;24.360,32
Madrid, Comunidad de;Construcción;Ambos sexos;2015;25.540,48
Madrid, Comunidad de;Construcción;Ambos sexos;2014;26.546,18
Madrid, Comunidad de;Construcción;Ambos sexos;2013;25.207,4
Madrid, Comunidad de;Construcción;Ambos sexos;2012;25.489,19
Madrid, Comunidad de;Construcción;Ambos sexos;2011;25.085,39
Madrid, Comunidad de;Construcción;Ambos sexos;2010;24.366,22
Madrid, Comunidad de;Construcción;Ambos sexos;2009;25.335,15
Madrid, Comunidad de;Construcción;Ambos sexos;2008;24.065,65
Madrid, Comunidad de;Construcción;Mujeres;2022;-32.331,78
Madrid, Comunidad de;Construcción;Mujeres;2021;-26.700,58
Madrid, Comunidad de;Construcción;Mujeres;2020;-23.496,75
Madrid, Comunidad de;Construcción;Mujeres;2019;-24.599,53
Madrid, Comunidad de;Construcción;Mujeres;2018;-23.679,52
Madrid, Comunidad de;Construcción;Mujeres;2017;-25.008,01
Madrid, Comunidad de;Construcción;Mujeres;2016;-24.119,14
Madrid, Comunidad de;Construcción;Mujeres;2015;-24.124,31
Madrid, Comunidad de;Construcción;Mujeres;2014;-25.897,56
Madrid, Comunidad de;Construcción;Mujeres;2013;-23.374,33
Madrid, Comunidad de;Construcción;Mujeres;2012;-23.865,7
Madrid, Comunidad de;Construcción;Mujeres;2011;-24.933,57
Madrid, Comunidad de;Construcción;Mujeres;2010;-24.452,69
Madrid, Comunidad de;Construcción;Mujeres;2009;-24.311,79
Madrid, Comunidad de;Construcción;Mujeres;2008;-24.014,76
Madrid, Comunidad de;Construcción;Hombres;2022;27.420,46
Madrid, Comunidad de;Construcción;Hombres;2021;26.378,85
Madrid, Comunidad de;Construcción;Hombres;2020;24.646,59
Madrid, Comunidad de;Construcción;Hombres;2019;24.206,79
Madrid, Comunidad de;Construcción;Hombres;2018;24.315,18
Madrid, Comunidad de;Construcción;Hombres;2017;24.846,28
Madrid, Comunidad de;Construcción;Hombres;2016;24.413,79
Madrid, Comunidad de;Construcción;Hombres;2015;25.877,53
Madrid, Comunidad de;Construcción;Hombres;2014;26.700,28
Madrid, Comunidad de;Construcción;Hombres;2013;25.602,21
Madrid, Comunidad de;Construcción;Hombres;2012;25.867,79
Madrid, Comunidad de;Construcción;Hombres;2011;25.115,49
Madrid, Comunidad de;Construcción;Hombres;2010;24.348,42
Madrid, Comunidad de;Construcción;Hombres;2009;25.558,67
Madrid, Comunidad de;Construcción;Hombres;2008;24.076,44
Madrid, Comunidad de;Servicios;Ambos sexos;2022;30.993,15
Madrid, Comunidad de;Servicios;Ambos sexos;2021;29.187,87
Madrid, Comunidad de;Servicios;Ambos sexos;2020;28.590,27
Madrid, Comunidad de;Servicios;Ambos sexos;2019;27.485,8
